time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,0.0067463703727474655,1.4435275600230794e-06,10.007155960690355,0.000842891104208654,6.017177445893095,0.0,0.22488521602200148,0.00011090188902239192,0.23850067004364975,0.03304486394405869,-0.03884273843593451,0.0,489.3550856703327,486.4556584971602,485.7610237924796,488.23223479790386
0.12000000000000001,0.02550055904042718,3.1440507955861845e-05,10.023091336349216,0.002840114590139109,6.015235212039984,0.0,0.4004356321183028,0.0010783554110457914,0.2925986569205569,0.03376700112046155,-0.021838179580454007,0.0,428.8642746849527,430.30544343634034,430.0928377790405,430.15446259093534
0.18,0.05562956175862476,0.00016750152955022213,10.045214296754816,0.004660707804081454,6.013993556993572,0.0,0.6039609182928685,0.00366885348516679,0.4447205845321796,0.022424949532453862,-0.018499485058603615,0.0,461.88524776251575,462.1484683269469,461.7320571180776,460.83679886977745
0.23999999999999996,0.09845543409278723,0.0005049061665402058,10.078141298167772,0.0058921219286043325,6.013548067458956,0.0,0.8235801126820638,0.007729527394591745,0.6526800081446983,0.016420725376803745,0.008603356437509,0.0,478.1990717323911,480.25896275905075,478.9985032638309,478.5416950329899
0.3,0.15207898313250243,0.0010616252466125245,10.114943310521383,0.00689513282537213,6.0143125143616345,0.0,0.9637893122932477,0.010903216385854494,0.5741056599225054,0.017302574736568044,0.019943725143343846,0.0,383.1592332941752,384.23562805281716,383.62576061328605,383.7094406008108
0.36000000000000004,0.2157905054672672,0.0018690811387126794,10.153203451747206,0.008689352964860397,6.015142615838556,0.0,1.15973075644468,0.016169552265938525,0.7011469546432343,0.047502516889571765,-0.0026276889921089874,0.0,455.62441233386204,453.81641547317156,452.50894941641957,454.9334527571631
0.4200000000000001,0.29028034247017165,0.0030051004922247563,10.195616252838068,0.01132392529830728,6.01517708641194,0.0,1.3231972139339556,0.02194228056086899,0.7125791108851612,0.035531836437845125,0.006313188288911779,0.0,415.88959949353307,416.67187476416956,416.67719266233496,415.63071164624193
0.48000000000000015,0.37503452790679676,0.004552813404689611,10.240434302484346,0.013026774984401968,6.015300415745333,0.0,1.5018197768971773,0.02984023747888801,0.7812755840945924,0.007562403509255673,-0.008220886822286633,0.0,436.2745328282361,435.05943529105997,436.79902937468205,434.4607565300183
0.5400000000000001,0.4718740034802052,0.006667745056611727,10.294410720414628,0.01337589965095809,6.015159633464538,0.0,1.726038684539172,0.04070291503772216,1.017643498858418,0.0020808582984807,0.007376135718179316,0.0,487.33393283230447,488.4982874000402,488.6068419014076,488.19795653938814
0.6000000000000002,0.5802282869986196,0.009348812031076395,10.355574671106668,0.014258045046777745,6.015747356016329,0.0,1.8856241309067128,0.04871648352540876,1.021134592364893,0.03232338335893867,0.014241127242061748,0.0,413.1604731456633,413.7651270994581,414.06208763885763,416.71389687791833
0.6600000000000003,0.6979972523346579,0.01252536734569816,10.416478743528229,0.01690963385113342,6.016688321675293,0.0,2.0398268554840344,0.05737069703191232,1.0090094433205095,0.06105024020751966,0.018420334285872933,0.0,409.6622489591926,410.0335880603656,406.860009411232,409.4248661467892
0.7200000000000003,0.827065827096327,0.016406172122568088,10.484304797756092,0.020400441103303635,6.017899794141041,0.0,2.262104454130028,0.07242467758402812,1.2515205351565126,0.0517164912814964,0.023516277351030918,0.0,490.99508012011887,491.37289951491124,490.3202845115083,489.6284286309451
0.7800000000000004,0.9686164526927684,0.021213043028475806,10.56374122564543,0.023328241343715916,6.01909272626969,0.0,2.4559145019475683,0.08812763177140572,1.396123964474072,0.04220532251513952,0.01138912212370062,0.0,463.15630222553636,462.2015529706904,461.0439971872829,460.29333169198895
0.8400000000000004,1.119953110683444,0.026866454121543086,10.645224931467343,0.025752500638565934,6.020599427914313,0.0,2.5884499848532436,0.10051054888748083,1.3201187078671894,0.03653546806390458,0.0438003253090801,0.0,386.22093064371825,389.26589685952047,387.15835347828636,386.6256518424926
0.9000000000000005,1.2821451093894263,0.033588596136468696,10.733175947775996,0.028512367695737062,6.023191047680562,0.0,2.8173234252638606,0.12387696302855157,1.611110345598667,0.060236573081795974,0.041952225004083694,0.0,506.1795947295515,506.04737594068826,504.04426451311065,505.75500658524254
0.9600000000000005,1.4555670969387324,0.041527703908562426,10.829546299195782,0.0320544543139345,6.026102079571517,0.0,2.9630264240191697,0.14106804852394123,1.6012779315914936,0.05651697747026587,0.05917220508090202,0.0,411.8960681391922,413.41769697933734,411.6854385520387,411.35894153385874
1.0200000000000005,1.639041211629884,0.05073374932901635,10.930655743111931,0.03581735212354076,6.030419410167951,0.0,3.152075878790047,0.16619437268724718,1.7687697851878692,0.07287585396668558,0.08972999080136909,0.0,467.9278092056374,470.30396654734955,469.99963170220866,471.2682937770464
1.0800000000000005,1.8326186710355667,0.06138021453017051,11.037553493353162,0.040040000693243094,6.035625151696824,0.0,3.2998411745960436,0.18908075742928546,1.7945253392835434,0.0648463118175538,0.08005076515446344,0.0,425.3755718055634,424.5524707835829,425.04284794975047,424.35817753426534
1.1400000000000006,2.0360744768633756,0.0736613450912199,11.150541813760015,0.04373685882717737,6.040635971161549,0.0,3.4811879687015015,0.2207091300373339,1.9714525989898706,0.0542108660495223,0.08966502335251789,0.0,473.1552757076968,473.9000383325994,473.23742033509177,472.42053401959606
1.2000000000000006,2.2501027251714665,0.08789623893557695,11.273537048017419,0.047556980747645916,6.046073968277,0.0,3.6522180988470527,0.2541706374512809,2.1281201871845563,0.07790048627330422,0.09250142059165765,0.0,467.5480043121397,467.775367259629,466.6475883629075,468.49574626734545
1.2600000000000007,2.4738556225150496,0.10415447000739722,11.404389025054343,0.05199655224713062,6.052495572298806,0.0,3.805339773000468,0.28823285842624286,2.233460587681751,0.06473898655222578,0.12645275198114306,0.0,450.80730629652584,453.5516535582591,452.696660937886,451.6404817073021
1.3200000000000007,2.7059496702394243,0.12239658333466087,11.538728908012729,0.05604963065473001,6.059859327917788,0.0,3.930271679942578,0.32019633840986134,2.2446518918257876,0.07265151671253538,0.11399789193471249,0.0,422.32447011992696,421.2632524689084,420.9781286189491,421.6659274690334
1.3800000000000008,2.9453169181739725,0.14261830721687713,11.673523106521714,0.06021957631022001,6.066420460211884,0.0,4.047861967053471,0.354241912508853,2.2485979981578215,0.062305969242696296,0.0979146796560885,0.0,419.4597474755828,418.07190738466676,419.38570707316484,418.49009511699234
1.4400000000000008,3.191946150425484,0.16505541921760827,11.81020328205496,0.06350693286931719,6.072489565577001,0.0,4.172324235509477,0.3940018016707637,2.3073599034514714,0.03222069293626927,0.106941948464591,0.0,436.3468796870343,437.10885333071957,438.4282479398039,435.9233041224042
1.5000000000000009,3.446186770921927,0.19002687333707063,11.951840768094822,0.06572082895242826,6.078542434830544,0.0,4.301473999977394,0.4385821790338177,2.4137305847125403,0.04490970734396755,0.08461859805633232,0.0,453.79940150997174,452.0122876793397,451.24852132113165,452.272285107574
1.560000000000001,3.7079991099894776,0.21771794771439354,12.099793852808766,0.06908732791738803,6.084362175614803,0.0,4.424798132879342,0.4847558548429476,2.5178444988296733,0.07226330707878048,0.11436249574972777,0.0,450.5567595887401,452.9626585539059,451.15508495921614,453.36025582120044
1.620000000000001,3.9768161786634035,0.24817595928683875,12.25286353392502,0.07394918963502572,6.091303596631452,0.0,4.534881544426093,0.5309550735604504,2.5844072661528337,0.0944538372515371,0.11821966421127793,0.0,440.09930122779906,440.43054475717395,439.6060256246706,441.4462058775012
1.680000000000001,4.251806985620731,0.28140773774151795,12.408621210292099,0.07998371754564726,6.098609679795109,0.0,4.630634208062833,0.577305627952476,2.6075601112740174,0.11062962796489084,0.12805259856495937,0.0,425.76312499441366,426.61763307953817,425.6849548913025,427.07603705100956
1.740000000000001,4.532816960858747,0.31773175713931384,12.568197380770538,0.08657330321533774,6.10711261956185,0.0,4.7352890035416335,0.6341590829991176,2.711468118547415,0.10817110847911098,0.16033341475079796,0.0,451.16398477745344,453.78046745734827,452.334222256658,452.1466097958791
1.8000000000000012,4.819956799979702,0.3576415650211848,12.734438475746746,0.09333707622172582,6.117159141775872,0.0,4.834760583050553,0.6968463597059996,2.8297113932771656,0.12055992712538466,0.17880028945180254,0.0,456.2089989097585,457.7068467488807,456.8970258972257,457.8945233459698
